Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
77	PWY-5886	Yes	Yes	1	1	AROMATIC-COMPOUNDS-BIOSYN	3-(4-hydroxyphenyl)pyruvate biosynthesis // 4-hydroxyphenylpyruvic acid biosynthesis // 4-hydroxyphenylpyruvate biosynthesis	Bacillus subtilis,Anchusa officinalis,Homo sapiens,Pseudomonas aeruginosa,Arabidopsis thaliana	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
78	PWY-5189	Yes	Yes	4	2	Tetrapyrrole-Biosynthesis	uroporphyrinogen-III II (from glycine) // tetrapyrrole biosynthesis II (from glycine) // Shemin pathway	Cereibacter sphaeroides,Euglena gracilis,Homo sapiens,Plasmodium falciparum,Rhodobacter capsulatus,Saccharomyces cerevisiae,Streptomyces nodosus	Bacteria	Biosynthesis				Tetrapyrrole biosynthesis			
79	PWY-7205	Yes	Yes	2	1	Nucleotide-Biosynthesis	CMP phosphorylation	Saccharomyces cerevisiae,Escherichia coli,Homo sapiens,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
80	PHESYN	Yes	No	3	1	Amino-Acid-Biosynthesis	L-phenylalanine biosynthesis I	Bacillus subtilis,Escherichia coli,Saccharomyces cerevisiae	Bacteria	Biosynthesis				Amino acid biosynthesis			
81	PWY-5921	Yes	Yes	3	1	Aminoacyl-tRNAs-Charging	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	Bacillus subtilis,Deinococcus radiodurans,Geobacillus stearothermophilus,Helicobacter pylori,Methanothermobacter thermautotrophicus,Arabidopsis thaliana	Bacteria	Macromolecule modification				Aminoacyl-tRNAs-charging			
82	PWY-5661	Yes	Yes	3	2	Carbohydrates-Biosynthesis	GDP-&alpha;-D-glucose biosynthesis // GDP-glucose biosynthesis	Homo sapiens,Sus scrofa,Arabidopsis thaliana	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
83	PWY-8221	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:111/<i>Salmonella enterica</i> serotype O:35 O antigen biosynthesis // <i>Salmonella enterica</i> Group O O antigen biosynthesis	Escherichia coli O111,Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
84	SERSYN-PWY	Yes	No	3	1	Amino-Acid-Biosynthesis	L-serine biosynthesis I	Escherichia coli,Homo sapiens,Methanocaldococcus jannaschii,Rattus norvegicus,Arabidopsis thaliana	Bacteria	Biosynthesis				Amino acid biosynthesis			
85	PWY-6634	Yes	Yes	2	1	Noncarbon-Nutrients	3-sulfopropanediol degradation I // DHPS degradation // 2,3-dihydroxypropane-1-sulfonate degradation	Cupriavidus pinatubonensis,Roseovarius nubinhibens,Ruegeria pomeroyi	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
86	PWY2S1Y-3	Yes	Yes	2	2	AMINE-DEG	agmatine degradation	Enterococcus faecalis	Bacteria	Degradation/utilization/assimilation				Amide, amidine, amine, and polyamine degradation			
87	PWY-7193	Yes	Yes	3	2	Nucleotide-Biosynthesis	pyrimidine ribonucleosides salvage I	Escherichia coli,Homo sapiens,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
88	PWY-6627	Yes	No	9	1	SECONDARY-METABOLITE-BIOSYNTHESIS	salinosporamide A biosynthesis	Salinispora tropica	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
89	PWY-7905	Yes	No	7	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:9a O antigen biosynthesis // polymannose O-polysaccharide biosynthesis	Escherichia coli,Klebsiella pneumoniae	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
90	PWY-8536	Yes	Yes	1	1	Cofactor-Biosynthesis	demethylmenaquinol biosynthesis (generic) // DMK biosynthesis // demethylmenaquinone biosynthesis	Haemophilus parainfluenzae,Micrococcus luteus	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
91	PWY-8430	Yes	No	3	1	Metabolic-Regulators	1-(<i>sn</i>-glycero-3-phospho)-1D-myo-inositol biosynthesis // GPI biosynthesis	Aquifex aeolicus	Bacteria	Biosynthesis				Metabolic regulators			
92	PWY-6707	Yes	Yes	1	1	AROMATIC-COMPOUNDS-BIOSYN	gallate biosynthesis	Escherichia coli,Juglans regia,Arabidopsis thaliana	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
93	GLYCOLATEMET-PWY	Yes	No	4	1	CARBOXYLATES-DEG	glycolate and glyoxylate degradation I // glycolate utilization I // glycolate degradation I	Synechocystis sp. PCC 6803,Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
94	PWY-8457	Yes	Yes	3	2	Cofactor-Biosynthesis	thiamine diphosphate salvage V // thiamin salvage V	Arabidopsis thaliana,Escherichia coli,Ostreococcus sp. RCC422,Ostreococcus tauri	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
95	PWY0-1535	Yes	Yes	1	1	Amino-Acid-Degradation	D-serine degradation	Escherichia coli,Gallus gallus,Hordeum vulgare,Oryza sativa,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
96	PWY-5890	Yes	Yes	2	1	Cofactor-Biosynthesis	menaquinol-10 biosynthesis // vitamin K<sub>2</sub> biosynthesis // menaquinone-10 biosynthesis	Nocardiopsis dassonvillei,Actinomyces bovis,Rathayibacter tritici,Rathayibacter iranicus,Leifsonia aquatica,Phocaeicola vulgatus,Bacteroides thetaiotaomicron,Hoylesella oralis,Bacteroides ovatus,Prevotella melaninogenica,Bacteroides fragilis,Bacteroides eggerthii,Parabacteroides distasonis,Porphyromonas asaccharolytica	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
97	PWY-1281	Yes	Yes	2	1	Noncarbon-Nutrients	sulfoacetaldehyde degradation I	Rhodococcus opacus,Paracoccus denitrificans,Castellaniella denitrificans,Bilophila wadsworthia,Desulfonispora thiosulfatigenes,Achromobacter xylosoxidans	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
98	PWY-8058	Yes	No	8	2	Carbohydrates-Degradation	2-deoxy-D-ribose degradation II // deoxyribose degradation II	Paraburkholderia bryophila,Paraburkholderia phytofirmans,Pseudomonas simiae	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
99	PWY-8425	Yes	No	4	1	Energy-Metabolism	(2<i>S</i>)-ethylmalonyl-CoA biosynthesis	Cereibacter sphaeroides,Methylorubrum extorquens,Paracoccus versutus,Rhodobacter capsulatus,Rhodospirillum rubrum,Streptomyces coelicolor,Streptomyces hygroscopicus	Bacteria	Generation of precursor metabolites and energy							
100	PWY0-901	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-selenocysteine biosynthesis I (bacteria)	Escherichia coli	Bacteria	Biosynthesis				Amino acid biosynthesis			
101	PWY-7221	Yes	Yes	4	4	Nucleotide-Biosynthesis	guanosine ribonucleotides <i>de novo</i> biosynthesis	Glycine max,Saccharomyces cerevisiae,Escherichia coli,Homo sapiens,Salmonella enterica,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
102	PWY-6322	Yes	Yes	20	1	SECONDARY-METABOLITE-BIOSYNTHESIS	phosphinothricin tripeptide biosynthesis // PTT biosynthesis // bialaphos biosynthesis	Streptomyces hygroscopicus,Streptomyces viridochromogenes	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
103	PWY-6336	Yes	No	4	1	AROMATIC-COMPOUNDS-DEGRADATION	protocatechuate degradation III (<I>para</I>-cleavage pathway) // protocatechuate degradation via <I>para</I>-cleavage // protocatechuate 2,3-cleavage	Paenibacillus sp. JJ-1b	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
104	PWY-8585	Yes	No	4	1	AROMATIC-COMPOUNDS-BIOSYN	skatole biosynthesis	Clostridium scatologenes,Enterobacter cloacae,Escherichia coli,Lacticaseibacillus casei,Lactobacillus acidophilus,Limosilactobacillus reuteri,Tractidigestivibacter scatoligenes	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
105	PWY8J2-29	Yes	Yes	3	2	Cofactor-Biosynthesis	coenzyme A salvage // CoA salvage	Bacillus subtilis	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
106	PWY-6969	Yes	No	9	3	Energy-Metabolism	TCA cycle V (2-oxoglutarate synthase) // citric acid cycle // tricarboxylic acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle // TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase) // reversed TCA cycle	Desulfurella acetivorans,Halobacterium salinarum,Hippea maritima,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis,Mycolicibacterium smegmatis,Pyrobaculum islandicum,Thermosulfidibacter takaii	Bacteria	Generation of precursor metabolites and energy							
107	PWY-7814	Yes	Yes	6	3	Carbohydrates-Biosynthesis	dTDP-L-daunosamine biosynthesis	Streptomyces peucetius	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
108	P23-PWY	Yes	Yes	9	4	C1-COMPOUNDS	reductive TCA cycle I // reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle	Aquifex pyrophilus,Candidatus Arcobacter sulfidicus,Chlorobaculum tepidum,Chlorobaculum thiosulfatiphilum,Chlorobium limicola,Desulfobacter hydrogenophilus,Pyrobaculum islandicum,Pyrobaculum neutrophilum,Sulfurimonas denitrificans,Thermoproteus tenax	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
109	ARABCAT-PWY	Yes	Yes	3	3	Carbohydrates-Degradation	L-arabinose degradation I // L-arabinose catabolism	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
110	PWY-5386	Yes	Yes	3	2	Methylglyoxal-Detoxification // Aldehyde-Degradation	methylglyoxal degradation I	Escherichia coli,Homo sapiens,Pseudomonas putida,Synechococcus sp. RS9916	Bacteria	Degradation/utilization/assimilation	Detoxification			Aldehyde degradation	Methylglyoxal detoxification		
111	PWY-7180	Yes	Yes	3	3	Carbohydrates-Degradation	2-deoxy-&alpha;-D-ribose 1-phosphate degradation	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
112	GLUTSYNIII-PWY	Yes	Yes	1	1	Amino-Acid-Biosynthesis	L-glutamate biosynthesis III	Escherichia coli,Saccharomyces cerevisiae	Bacteria	Biosynthesis				Amino acid biosynthesis			
113	PWY-7401	Yes	No	12	1	CARBOXYLATES-DEG // Super-Pathways // Energy-Metabolism	crotonate fermentation (to acetate and cyclohexane carboxylate) // crotonic acid fermentation (to acetic acid and cyclohexane carboxylate) // crotoate fermentation	Syntrophus aciditrophicus	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy	Superpathways		Carboxylic acid degradation			
114	PWY-6961	Yes	No	5	1	CARBOXYLATES-DEG	L-ascorbate degradation II (bacterial, aerobic)	Escherichia coli,Klebsiella pneumoniae	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
115	PWY-6953	Yes	No	5	2	Carbohydrates-Biosynthesis	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis // dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis	Shewanella denitrificans,Aneurinibacillus thermoaerophilus	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
116	PWY-5108	Yes	No	3	1	Amino-Acid-Biosynthesis	L-isoleucine biosynthesis V	Bacteroides fragilis,Clostridium sporogenes,Methanobacterium bryantii,Methanobrevibacter ruminantium,Methanobrevibacter smithii,Methanospirillum hungatei,Xylanibacter ruminicola	Bacteria	Biosynthesis				Amino acid biosynthesis			
117	PWY-6973	Yes	No	5	2	Carbohydrates-Biosynthesis	dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis	Streptomyces argillaceus	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
118	PWY-6907	Yes	Yes	3	3	Cofactor-Biosynthesis	thiamine diphosphate biosynthesis III (Staphylococcus) // vitamin B<sub>1</sub> biosynthesis III // thiamin diphosphate biosynthesis III (Staphylococcus)	Anaerotruncus colihominis,Dorea longicatena,Syntrophomonas wolfei,Staphylococcus aureus	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
119	PWY-7218	Yes	Yes	4	2	Super-Pathways // Storage-Compounds-Biosynthesis	photosynthetic 3-hydroxybutanoate biosynthesis (engineered) // photosynthetic 3-hydroxybutyrate biosynthesis (engineered)	Clostridium acetobutylicum,Cupriavidus necator,Escherichia coli,Synechocystis sp. PCC 6803	Bacteria	Biosynthesis	Superpathways			Storage compound biosynthesis			
120	PWY-5523	Yes	No	3	1	Cofactor-Biosynthesis	5,6-dimethylbenzimidazole biosynthesis I (aerobic) // DMB biosynthesis I	Bacillus subtilis,Prauserella rugosa,Priestia megaterium,Propionibacterium freudenreichii,Rhodobacter capsulatus,Sinorhizobium meliloti,Pseudomonas putida	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
121	PWY-7184	Yes	Yes	9	5	Metabolic-Clusters // Nucleotide-Biosynthesis	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	Chlamydia trachomatis,Escherichia coli,Homo sapiens,Pisum sativum,Saccharomyces cerevisiae,Thermotoga maritima,Arabidopsis thaliana	Bacteria	Biosynthesis	Metabolic clusters			Nucleoside and nucleotide biosynthesis			
122	P183-PWY	Yes	Yes	2	1	AROMATIC-COMPOUNDS-DEGRADATION	catechol degradation to 2-hydroxypentadienoate I // catechol <I>meta</I>-cleavage pathway	Alcaligenes sp. O-1,Comamonas sp. JS765,Pseudomonas putida,Ralstonia pickettii	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
123	PWY-5154	Yes	Yes	9	7	Amino-Acid-Biosynthesis	L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	Steroidobacter denitrificans,Bacteroides thetaiotaomicron,Cytophaga hutchinsonii,Tannerella forsythia,Xanthomonas axonopodis,Xanthomonas campestris,Xylanibacter ruminicola,Xylella fastidiosa	Bacteria	Biosynthesis				Amino acid biosynthesis			
124	PWY-7948	Yes	No	6	1	CARBOXYLATES-DEG	4-oxopentanoate degradation // levulinate degradation	Pseudomonas putida,Rattus norvegicus	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
125	PWY-7686	Yes	Yes	1	1	CARBOXYLATES-DEG	L-malate degradation II // (<i>S</i>)--malate degradation II	Enterococcus faecalis,Lacticaseibacillus casei,Saccharomyces cerevisiae,Streptococcus agalactiae,Streptococcus pyogenes,Streptococcus uberis	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
126	TCA	Yes	No	10	3	Energy-Metabolism	TCA cycle I (prokaryotic) // tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle	Pseudomonas putida,Azotobacter vinelandii,Bacillus subtilis,Escherichia coli	Bacteria	Generation of precursor metabolites and energy							
127	PWY-8561	Yes	No	3	1	Cofactor-Biosynthesis	nickel pincer cofactor biosynthesis II // pyridinium-3-thioamide-5-thiocarboxylate mononucleotide Ni pincer complex biosynthesis II // lactate racemase nickel cofactor biosynthesis II	Thermotoga maritima	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
128	THIOREDOX-PWY	Yes	Yes	2	1	Other-biosynthesis	thioredoxin pathway (NADPH)	Mycoplasmoides pneumoniae,Escherichia coli	Bacteria	Biosynthesis				Other biosynthesis			
129	PWY-8535	Yes	No	8	1	Cofactor-Biosynthesis	ubiquinol biosynthesis (early decarboxylation, generic) // ubiquinone biosynthesis (early decarboxylation, generic)		Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
130	PWY-5741	Yes	No	11	1	Energy-Metabolism	ethylmalonyl-CoA pathway // ethylmalonyl pathway	Methylorubrum extorquens,Paracoccus versutus,Rhodobacter capsulatus,Cereibacter sphaeroides,Rhodospirillum rubrum,Streptomyces coelicolor	Bacteria	Generation of precursor metabolites and energy							
131	UDPNAGSYN-PWY	Yes	Yes	5	5	Carbohydrates-Biosynthesis	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I // UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis	Mycobacterium tuberculosis,Sulfurisphaera tokodaii,Escherichia coli	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
132	PWY-3161	Yes	Yes	2	1	HORMONE-SYN	indole-3-acetate biosynthesis III (bacteria) // IAA biosynthesis III (bacteria) // indole-3-acetic acid biosynthesis II (bacteria)	Agrobacterium tumefaciens,Pseudomonas savastanoi	Bacteria	Biosynthesis				Hormone, neurotransmitter, and signaling molecule biosynthesis			
133	PWY-7222	Yes	Yes	3	3	Nucleotide-Biosynthesis	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
134	PWY-6605	Yes	Yes	2	1	Nucleotide-Biosynthesis	adenine and adenosine salvage II // adenosine nucleosides salvage II	Hordeum vulgare,Escherichia coli,Lupinus luteus,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
135	PWY4FS-7	Yes	Yes	2	1	Super-Pathways // Lipid-Biosynthesis	phosphatidylglycerol biosynthesis I (acyl-[acp] donor)	Glycine max,Limnanthes douglasii,Pisum sativum,Ricinus communis,Triticum aestivum,Vigna radiata,Arabidopsis thaliana	Bacteria	Biosynthesis	Superpathways			Fatty acid and lipid biosynthesis			
136	PWY-6559	Yes	Yes	4	2	Polyamine-Biosynthesis	spermidine biosynthesis II	Campylobacter jejuni,Vibrio alginolyticus,Vibrio cholerae,Vibrio parahaemolyticus,Vibrio vulnificus	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
137	PWY-6502	Yes	Yes	1	1	8-Oxo-GTP-Detoxification // Metabolic-Clusters	8-oxo-(d)GTP detoxification I // oxidized GTP and dGTP detoxification I // oxidized guanosine triphosphate and deoxyguanosine triphosphate detoxification I // 8-oxo-7,8-dihydro-guanosine-triphosphate and 8-oxo-7,8-dihydro-deoxyguanosine-triphosphate I	Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Arabidopsis thaliana	Bacteria	Detoxification				8-oxo-GTP-detoxification			
138	PWY-8231	Yes	No	8	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:127 <i>O</i> antigen biosynthesis	Escherichia coli	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
139	PWY-7970	Yes	Yes	3	2	Cofactor-Biosynthesis	benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Veillonella parvula	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
140	PWY-5641	Yes	No	3	1	AROMATIC-COMPOUNDS-DEGRADATION	2-nitrotoluene degradation	Acidovorax sp. JS42	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
141	PWY-8271	Yes	Yes	4	1	Energy-Metabolism	NADPH to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	Parasynechococcus marenigrum,Synechocystis sp. PCC 6803	Bacteria	Generation of precursor metabolites and energy							
142	PWY-6986	Yes	No	7	1	Polymer-Degradation // Carbohydrates-Degradation	alginate degradation	Halomonas sp. Victoria JH,Sphingomonas sp. A1	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Polymeric compound degradation	Carbohydrate degradation		
143	PWY-7977	Yes	Yes	4	2	Amino-Acid-Biosynthesis	L-methionine biosynthesis IV	Nitratidesulfovibrio vulgaris,Methanocaldococcus jannaschii,Methanococcus maripaludis,Methanosarcina acetivorans,Methanothermobacter thermautotrophicus	Bacteria	Biosynthesis				Amino acid biosynthesis			
144	PWY0-1586	Yes	Yes	4	1	Cell-Structure-Biosynthesis	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	Escherichia coli	Bacteria	Biosynthesis				Cell structure biosynthesis			
145	PWY-5645	Yes	No	7	1	AROMATIC-COMPOUNDS-DEGRADATION	4-chloronitrobenzene degradation // 1-chloro-4-nitrobenzene degradation	Comamonas testosteroni,Pseudomonas putida	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
146	SORBDEG-PWY	Yes	Yes	1	1	Alcohol-Degradation // Carbohydrates-Degradation	D-sorbitol degradation II	Escherichia coli,Streptococcus mutans,Streptococcus oralis,Streptococcus pasteurianus,Streptococcus salivarius,Streptococcus sanguinis	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Alcohol degradation	Carbohydrate degradation		
147	PWY-5989	Yes	Yes	6	3	Lipid-Biosynthesis	stearate biosynthesis II (bacteria and plants) // stearic acid biosynthesis	Brassica napus,Spinacia oleracea,Arabidopsis thaliana	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
148	PWY1-2	Yes	Yes	1	1	Amino-Acid-Degradation	L-alanine degradation IV	Phormidium lapideum,Bacillus cereus,Bacillus subtilis,Klebsiella aerogenes,Bilophila wadsworthia	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
149	PWY-7674	Yes	Yes	6	1	Carbohydrates-Biosynthesis	CMP-8-amino-3,8-dideoxy-D-<I>manno</I>-octulosonate biosynthesis // CMP-Kdo8N biosynthesis I	Shewanella oneidensis	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
150	PWY0-1337	Yes	No	13	1	Fatty-Acid-and-Lipid-Degradation	oleate &beta;-oxidation	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Fatty acid and lipid degradation			
151	PWY-8217	Yes	No	6	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:55/<i>Salmonella enterica</i> serotype O:50 O antigen biosynthesis // <i>Salmonella enterica</i> group Z O antigen biosynthesis // <i>Salmonella enterica</i> serotype O:50 O antigen biosynthesis	Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
152	PWY-5853	Yes	Yes	1	1	Cofactor-Biosynthesis	demethylmenaquinol-6 biosynthesis I // DMK-6 biosynthesis // demethylmenaquinone-6 biosynthesis	Haemophilus parainfluenzae,Micrococcus luteus	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
