S_S5_Ea_103_1	NADH-DEHYDROG-A-RXN
S_S5_Ea_103_964	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
S_S5_Ea_103_964	RXN-9223
S_S5_Ea_103_965	GLYCOGENSYN-RXN
S_S5_Ea_103_966	2.6.1.37-RXN
S_S5_Ea_103_967	5.4.1.2-RXN
S_S5_Ea_103_968	RXN-8768
S_S5_Ea_103_969	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_S5_Ea_103_970	NADH-PEROXIDASE-RXN
S_S5_Ea_103_971	HOMSUCTRAN-RXN
S_S5_Ea_103_972	ARABISOM-RXN
S_S5_Ea_103_973	2.1.1.151-RXN
S_S5_Ea_103_973	RXN-8760
S_S5_Ea_103_974	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_S5_Ea_103_975	RXN1G-3641
S_S5_Ea_103_975	2.1.1.79-RXN
S_S5_Ea_103_975	RXN1G-2544
S_S5_Ea_103_975	RXN-7421
S_S5_Ea_103_976	1PFRUCTPHOSN-RXN
S_S5_Ea_103_977	1PFRUCTPHOSN-RXN
S_S5_Ea_103_978	RXN-15619
S_S5_Ea_103_979	RXN-8764
S_S5_Ea_103_980	2.1.1.130-RXN
S_S5_Ea_103_981	RXN-8762
S_S5_Ea_103_982	2.1.1.133-RXN
S_S5_Ea_103_983	RXN-8763
S_S5_Ea_103_984	2.1.1.131-RXN
S_S5_Ea_103_985	1.3.1.54-RXN
S_S5_Ea_103_986	RXN-8765
S_S5_Ea_103_987	SUCCSEMIALDDEHYDROG-RXN
S_S5_Ea_103_988	RXN-14280
S_S5_Ea_103_988	ALDHDEHYDROG-RXN
S_S5_Ea_103_988	RXN-9758
S_S5_Ea_103_988	RXN-14225
S_S5_Ea_103_988	RXN-14224
S_S5_Ea_103_988	RXN-10089
S_S5_Ea_103_988	R222-RXN
S_S5_Ea_103_988	RXN-37
S_S5_Ea_103_988	RXN66-3
S_S5_Ea_103_988	RXN-15819
S_S5_Ea_103_988	RXN-15855
S_S5_Ea_103_988	RXN6666-5
S_S5_Ea_103_988	RXN-3443
S_S5_Ea_103_988	RXN-10780
S_S5_Ea_103_988	RXN-4142
S_S5_Ea_103_988	RXN-10912
S_S5_Ea_103_988	RXN-10917
S_S5_Ea_103_988	RXN-10715
S_S5_Ea_103_988	RXN66-479
S_S5_Ea_103_988	RXN66-472
S_S5_Ea_103_988	RXN66-476
S_S5_Ea_103_988	RXN-16654
S_S5_Ea_103_988	RXN-16655
S_S5_Ea_103_988	RXN-16656
S_S5_Ea_103_988	RXN-16653
S_S5_Ea_103_988	RXN-15822
S_S5_Ea_103_989	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
S_S5_Ea_103_990	RXN0-5293
S_S5_Ea_103_991	3.6.3.15-RXN
S_S5_Ea_103_992	RXN-11578
S_S5_Ea_103_993	RXN0-5216
S_S5_Ea_103_994	RXN-13036
S_S5_Ea_103_996	ACYLPHOSPHATASE-RXN
S_S5_Ea_103_997	ACETATEKIN-RXN
S_S5_Ea_103_998	ACETATEKIN-RXN
S_S5_Ea_103_1015	LACTOSE-6-PHOSPHATE-ISOMERASE-RXN
S_S5_Ea_103_1016	LACTOSE-6-PHOSPHATE-ISOMERASE-RXN
S_S5_Ea_103_1017	LACTOSE-6-PHOSPHATE-ISOMERASE-RXN
S_S5_Ea_103_1018	TAGAKIN-RXN
S_S5_Ea_103_1019	TAGAKIN-RXN
S_S5_Ea_103_1020	TAGAKIN-RXN
S_S5_Ea_103_1021	ARGININE-DEIMINASE-RXN
S_S5_Ea_103_1022	RXN-13759
S_S5_Ea_103_1023	RXN-13759
S_S5_Ea_103_1024	RXN-13758
S_S5_Ea_103_1025	RXN-13758
S_S5_Ea_103_1026	NAG1P-URIDYLTRANS-RXN
S_S5_Ea_103_1027	2.3.1.157-RXN
S_S5_Ea_103_1028	2.1.1.74-RXN
S_S5_Ea_103_1029	DIACYLGLYKIN-RXN
S_S5_Ea_103_1030	DIACYLGLYKIN-RXN
S_S5_Ea_103_1031	FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN
S_S5_Ea_103_1032	FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN
S_S5_Ea_103_1033	PHOSPHOKETOLASE-RXN
S_S5_Ea_103_1034	PHOSPHOKETOLASE-RXN
S_S5_Ea_103_1035	RXN-15513
S_S5_Ea_103_1036	RXN-15513
S_S5_Ea_103_1037	RXN-6380
S_S5_Ea_103_1038	GLCNACPTRANS-RXN
S_S5_Ea_103_1039	HOMOSERKIN-RXN
S_S5_Ea_103_1040	3.6.3.4-RXN
S_S5_Ea_103_1041	TETHYDPICSUCC-RXN
S_S5_Ea_103_1042	6.3.1.12-RXN
S_S5_Ea_103_1042	RXN-11344
S_S5_Ea_103_1042	RXN-11342
S_S5_Ea_103_1043	TAGAALDOL-RXN
S_S5_Ea_103_1044	TAGAALDOL-RXN
S_S5_Ea_103_1045	TAGAALDOL-RXN
S_S5_Ea_103_1046	TAGAALDOL-RXN
S_S5_Ea_103_1047	TAGAALDOL-RXN
S_S5_Ea_103_1048	RXN-11573
S_S5_Ea_103_1049	PUTRESCINE-CARBAMOYLTRANSFERASE-RXN
S_S5_Ea_103_1050	IPPISOM-RXN
S_S5_Ea_103_1051	LYSYLTRANSFERASE-RXN
S_S5_Ea_103_1052	LYSYLTRANSFERASE-RXN
S_S5_Ea_103_1053	RXN-11843
S_S5_Ea_103_1054	RXN-11843
S_S5_Ea_103_1055	RXN-11842
S_S5_Ea_103_1056	RXN-11842
S_S5_Ea_103_1057	RXN-9929
S_S5_Ea_103_1058	6.1.1.13-RXN
S_S5_Ea_103_1059	6.1.1.13-RXN
S_S5_Ea_103_1060	GLUTATHIONE-PEROXIDASE-RXN
S_S5_Ea_103_1061	CATECHOL-2-3-DIOXYGENASE-RXN
S_S5_Ea_103_1061	CATECHOL-23-DIOXYGENASE-RXN
S_S5_Ea_103_1061	RXN-11219
S_S5_Ea_103_1061	RXN-11218
S_S5_Ea_103_1061	RXN-13704
S_S5_Ea_103_1062	CATECHOL-2-3-DIOXYGENASE-RXN
S_S5_Ea_103_1062	CATECHOL-23-DIOXYGENASE-RXN
S_S5_Ea_103_1062	RXN-11219
S_S5_Ea_103_1062	RXN-11218
S_S5_Ea_103_1062	RXN-13704
S_S5_Ea_103_1063	4.1.2.29-RXN
S_S5_Ea_103_1064	6-PHOSPHO-BETA-GALACTOSIDASE-RXN
S_S5_Ea_103_1064	LACTOSE6P-HYDROXY-RXN
S_S5_Ea_103_1066	GLUTATHIONE-REDUCT-NADPH-RXN
S_S5_Ea_103_1067	GLUTATHIONE-REDUCT-NADPH-RXN
S_S5_Ea_103_1068	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
S_S5_Ea_103_1069	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
S_S5_Ea_103_1070	1.8.4.14-RXN
S_S5_Ea_103_1071	2.3.1.89-RXN
S_S5_Ea_103_1072	3.2.1.17-RXN
S_S5_Ea_103_1073	3.2.1.96-RXN
S_S5_Ea_103_1074	PGLYCEROLTRANSI-RXN
S_S5_Ea_103_1075	PGLYCEROLTRANSI-RXN
S_S5_Ea_103_1076	PGLYCEROLTRANSI-RXN
S_S5_Ea_103_1077	PGLYCEROLTRANSI-RXN
S_S5_Ea_103_1078	RXN0-742
S_S5_Ea_103_1079	RXN-16194
S_S5_Ea_103_1079	RXN-16190
S_S5_Ea_103_1079	3.4.11.7-RXN
S_S5_Ea_103_1079	RXN-16201
S_S5_Ea_103_1080	2.4.1.208-RXN
S_S5_Ea_103_1081	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
S_S5_Ea_103_1082	METHYLACETOACETYLCOATHIOL-RXN
S_S5_Ea_103_1082	ACETYL-COA-ACETYLTRANSFER-RXN
S_S5_Ea_103_1082	RXN-12561
S_S5_Ea_103_1083	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
S_S5_Ea_103_1084	PHOSPHOMEVALONATE-KINASE-RXN
S_S5_Ea_103_1085	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN
S_S5_Ea_103_1086	MEVALONATE-KINASE-RXN
S_S5_Ea_103_1087	ALANINE-DEHYDROGENASE-RXN
S_S5_Ea_103_1088	ALANINE-DEHYDROGENASE-RXN
S_S5_Ea_103_1089	ALANINE-DEHYDROGENASE-RXN
S_S5_Ea_103_1090	UNDECAPRENOL-KINASE-RXN
S_S5_Ea_103_1091	3.1.26.8-RXN
S_S5_Ea_103_1092	5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN
S_S5_Ea_103_1092	RXN-14304
S_S5_Ea_103_1093	RXN-8529
S_S5_Ea_103_1094	GLUTCYSLIG-RXN
S_S5_Ea_103_1095	ACETOLACTATE-DECARBOXYLASE-RXN
S_S5_Ea_103_1096	3.4.14.11-RXN
S_S5_Ea_103_1097	LYSINE-RACEMASE-RXN
S_S5_Ea_103_1098	3.6.3.35-RXN
S_S5_Ea_103_1099	RXN-14475
S_S5_Ea_103_1100	CHLORIDE-PEROXIDASE-RXN
S_S5_Ea_103_1101	RXN-11193
S_S5_Ea_103_1103	THYKI-RXN
S_S5_Ea_103_1103	DURIDKI-RXN
S_S5_Ea_103_1104	RXN-11576
S_S5_Ea_103_1105	RXN-11576
S_S5_Ea_103_1106	RXN-7919
S_S5_Ea_103_1106	GLYOXII-RXN
S_S5_Ea_103_1107	NAD-SYNTH-NH3-RXN
S_S5_Ea_103_1108	3.4.22.40-RXN
S_S5_Ea_103_1109	ARYLFORMAMIDASE-RXN
S_S5_Ea_103_1111	6.3.2.7-RXN
S_S5_Ea_103_1112	O-SUCCHOMOSERLYASE-RXN
S_S5_Ea_103_1113	PROPANEDIOL-DEHYDRATASE-RXN
S_S5_Ea_103_1114	PROPANEDIOL-DEHYDRATASE-RXN
S_S5_Ea_103_1115	PROPANEDIOL-DEHYDRATASE-RXN
S_S5_Ea_103_1116	ETHAMLY-RXN
S_S5_Ea_103_1117	ETHAMLY-RXN
S_S5_Ea_103_1118	TEICHOICSYN2-RXN
S_S5_Ea_103_1119	ASPARTATE-4-DECARBOXYLASE-RXN
S_S5_Ea_103_1120	ASPARTATE-4-DECARBOXYLASE-RXN
S_S5_Ea_103_1121	RXN-8766
S_S5_Ea_103_1122	RXN-8767
S_S5_Ea_103_1124	RXN-12613
S_S5_Ea_103_1124	THIAMINASE-RXN
S_S5_Ea_103_1125	RXN0-5304
S_S5_Ea_103_1125	RXN-15710
S_S5_Ea_103_1126	RXN-13776
S_S5_Ea_103_1127	UDPGLCNACEPIM-RXN
S_S5_Ea_103_1128	UDPGLCNACEPIM-RXN
S_S5_Ea_103_1130	RXN-12979
S_S5_Ea_103_1131	RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN
S_S5_Ea_103_1139	GLUCONOKIN-RXN
S_S5_Ea_103_1140	3.6.3.44-RXN
S_S5_Ea_103_1141	FORMIMINOGLUTAMASE-RXN
S_S5_Ea_103_1142	MANNPDEHYDROG-RXN
S_S5_Ea_103_1143	MANNPDEHYDROG-RXN
S_S5_Ea_103_1144	RXN-11313
S_S5_Ea_103_1144	RXN0-7001
S_S5_Ea_103_1145	RXN-11313
S_S5_Ea_103_1145	RXN0-7001
S_S5_Ea_103_1146	RXN-11136
S_S5_Ea_103_1147	2-METHYLCITRATE-SYNTHASE-RXN
S_S5_Ea_103_1148	RXN-2962
S_S5_Ea_103_1149	R10-RXN
S_S5_Ea_103_1150	R10-RXN
S_S5_Ea_103_1151	RXN0-6259
S_S5_Ea_103_1152	NADH-DEHYDROGENASE-RXN
S_S5_Ea_103_1153	NADH-DEHYDROGENASE-RXN
S_S5_Ea_103_1154	GMP-REDUCT-RXN
S_S5_Ea_103_1155	RXN0-5116
S_S5_Ea_103_1155	RIBULOKIN-RXN
S_S5_Ea_103_1156	SUCROSE-PHOSPHORYLASE-RXN
S_S5_Ea_103_1157	3.6.3.32-RXN
S_S5_Ea_103_1157	RXN-8638
S_S5_Ea_103_1158	RXN0-5038
S_S5_Ea_103_1159	1.1.1.127-RXN
S_S5_Ea_103_1160	1.1.1.127-RXN
S_S5_Ea_103_1161	1.1.1.127-RXN
S_S5_Ea_103_1162	3.4.13.21-RXN
S_S5_Ea_103_1163	QOR-RXN
S_S5_Ea_103_1164	QOR-RXN
S_S5_Ea_103_1165	QOR-RXN
S_S5_Ea_103_1166	QOR-RXN
S_S5_Ea_103_1167	R12-RXN
S_S5_Ea_103_1168	R12-RXN
S_S5_Ea_103_1169	R12-RXN
S_S5_Ea_103_1170	3.4.11.5-RXN
S_S5_Ea_103_1171	RXN-9909
S_S5_Ea_103_1171	RXN-8580
S_S5_Ea_103_1171	RXN-8581
S_S5_Ea_103_1171	ARYL-ALCOHOL-DEHYDROGENASE-RXN
S_S5_Ea_103_1171	BENZYL-ALC-DEHYDROGENASE-RXN
S_S5_Ea_103_1172	3.6.3.16-RXN
S_S5_Ea_103_1173	RXN-9031
S_S5_Ea_103_1174	D-ALANINE-AMINOTRANSFERASE-RXN
S_S5_Ea_103_1175	R145-RXN
S_S5_Ea_103_1176	MALTOSE-PHOSPHORYLASE-RXN
S_S5_Ea_103_1177	PYRUVATE-CARBOXYLASE-RXN
S_S5_Ea_103_1178	RXN-13729
S_S5_Ea_103_1178	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN
S_S5_Ea_103_1179	RXN-13729
S_S5_Ea_103_1179	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN
S_S5_Ea_103_1180	RXN-13729
S_S5_Ea_103_1180	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN
S_S5_Ea_103_1181	ORNMUTST-RXN
S_S5_Ea_103_1182	ORNMUTST-RXN
S_S5_Ea_103_1185	RXN-12736
S_S5_Ea_103_1185	RXN-15729
S_S5_Ea_103_1185	RXN-15728
S_S5_Ea_103_1186	RXN-12736
S_S5_Ea_103_1186	RXN-15729
S_S5_Ea_103_1186	RXN-15728
S_S5_Ea_103_1187	LACTATE-2-MONOOXYGENASE-RXN
S_S5_Ea_103_1188	LACTATE-2-MONOOXYGENASE-RXN
S_S5_Ea_103_1189	TRANS-PENTAPRENYLTRANSFERASE-RXN
S_S5_Ea_103_1190	LCYSDESULF-RXN
S_S5_Ea_103_1190	RXN-15130
S_S5_Ea_103_1190	HOMOSERDEAM-RXN
S_S5_Ea_103_1190	CYSTHIOCYS-RXN
S_S5_Ea_103_1191	HOMOCYSTEINE-DESULFHYDRASE-RXN
S_S5_Ea_103_1192	RXN-13032
S_S5_Ea_103_1193	GLYCEROL-3-PHOSPHATE-OXIDASE-RXN
S_S5_Ea_103_1194	4-HYDROXYBENZOATE-DECARBOXYLASE-RXN
S_S5_Ea_103_1195	PROLINE-RACEMASE-RXN
S_S5_Ea_103_1196	GLYCOLATE-REDUCTASE-RXN
S_S5_Ea_103_1197	3.4.11.14-RXN
S_S5_Ea_103_1198	1.2.1.67-RXN
S_S5_Ea_103_1199	R83-RXN
S_S5_Ea_103_1200	RXN-11820
S_S5_Ea_103_1201	RXN-11727
S_S5_Ea_103_1202	KYNURENINASE-RXN
S_S5_Ea_103_1202	3-HYDROXY-KYNURENINASE-RXN
S_S5_Ea_103_1203	3.1.4.17-RXN
S_S5_Ea_103_1204	PTAALT-RXN
S_S5_Ea_103_1205	1.21.4.1-RXN
