S_NS6_Pm_056_v1v9_1	NADH-DEHYDROG-A-RXN
S_NS6_Pm_056_v1v9_893	RXN1G-1437
S_NS6_Pm_056_v1v9_893	RXN1G-1436
S_NS6_Pm_056_v1v9_893	TREHALOSEPHOSPHA-RXN
S_NS6_Pm_056_v1v9_894	RXN-9311
S_NS6_Pm_056_v1v9_895	GLUCOSE-1-PHOSPHAT-RXN
S_NS6_Pm_056_v1v9_896	GLUCOSE-1-PHOSPHAT-RXN
S_NS6_Pm_056_v1v9_897	RXN0-305
S_NS6_Pm_056_v1v9_898	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
S_NS6_Pm_056_v1v9_898	RXN0-6565
S_NS6_Pm_056_v1v9_899	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
S_NS6_Pm_056_v1v9_900	ACID-PHOSPHATASE-RXN
S_NS6_Pm_056_v1v9_900	RXNQT-4191
S_NS6_Pm_056_v1v9_901	LIPIDXSYNTHESIS-RXN
S_NS6_Pm_056_v1v9_902	RXN-8807
S_NS6_Pm_056_v1v9_903	RXN-11483
S_NS6_Pm_056_v1v9_904	MANNPDEHYDROG-RXN
S_NS6_Pm_056_v1v9_905	RXN0-6998
S_NS6_Pm_056_v1v9_906	RXN0-6427
S_NS6_Pm_056_v1v9_906	PPGPPSYN-RXN
S_NS6_Pm_056_v1v9_907	RXN-2102
S_NS6_Pm_056_v1v9_907	PECTINESTERASE-RXN
S_NS6_Pm_056_v1v9_908	UDPMANACATRANS-RXN
S_NS6_Pm_056_v1v9_909	UDPMANACATRANS-RXN
S_NS6_Pm_056_v1v9_910	RXN0-6952
S_NS6_Pm_056_v1v9_910	PHOSPHOLIPASE-A1-RXN
S_NS6_Pm_056_v1v9_910	RXN-12430
S_NS6_Pm_056_v1v9_911	RXN-16138
S_NS6_Pm_056_v1v9_911	RXN-15068
S_NS6_Pm_056_v1v9_911	RXN-15067
S_NS6_Pm_056_v1v9_911	RXN-1501
S_NS6_Pm_056_v1v9_911	RXN0-6725
S_NS6_Pm_056_v1v9_911	RXN-15065
S_NS6_Pm_056_v1v9_911	PHOSPHOLIPASE-A2-RXN
S_NS6_Pm_056_v1v9_911	RXN-16139
S_NS6_Pm_056_v1v9_912	2-METHYLCITRATE-SYNTHASE-RXN
S_NS6_Pm_056_v1v9_914	3.4.15.5-RXN
S_NS6_Pm_056_v1v9_915	3.4.15.5-RXN
S_NS6_Pm_056_v1v9_916	XYLISOM-RXN
S_NS6_Pm_056_v1v9_916	GLUCISOM-RXN
S_NS6_Pm_056_v1v9_917	AMP-NUCLEOSID-RXN
S_NS6_Pm_056_v1v9_918	2.1.3.9-RXN
S_NS6_Pm_056_v1v9_919	KDO-8PPHOSPHAT-RXN
S_NS6_Pm_056_v1v9_920	3.6.3.32-RXN
S_NS6_Pm_056_v1v9_920	RXN-8638
S_NS6_Pm_056_v1v9_921	RXN-14347
S_NS6_Pm_056_v1v9_922	LYSINE-23-AMINOMUTASE-RXN
S_NS6_Pm_056_v1v9_923	GALACTARDEHYDRA-RXN
S_NS6_Pm_056_v1v9_924	ERYTHRON4PDEHYDROG-RXN
S_NS6_Pm_056_v1v9_925	3.2.1.99-RXN
S_NS6_Pm_056_v1v9_926	3.2.1.99-RXN
S_NS6_Pm_056_v1v9_927	3.4.14.5-RXN
S_NS6_Pm_056_v1v9_928	3.4.14.5-RXN
S_NS6_Pm_056_v1v9_929	3.4.14.5-RXN
S_NS6_Pm_056_v1v9_930	HISTIDINE-AMMONIA-LYASE-RXN
S_NS6_Pm_056_v1v9_931	3.4.24.71-RXN
S_NS6_Pm_056_v1v9_932	RXN-13589
S_NS6_Pm_056_v1v9_933	TRANS-RXN-214
S_NS6_Pm_056_v1v9_934	TRANS-RXN-214
S_NS6_Pm_056_v1v9_935	TRANS-RXN-214
S_NS6_Pm_056_v1v9_936	TRANS-RXN-214
S_NS6_Pm_056_v1v9_937	TRANS-RXN-214
S_NS6_Pm_056_v1v9_938	TRANS-RXN-214
S_NS6_Pm_056_v1v9_939	RXN-9024
S_NS6_Pm_056_v1v9_939	3.2.1.3-RXN
S_NS6_Pm_056_v1v9_940	RXN-7668
S_NS6_Pm_056_v1v9_941	RXN-7668
S_NS6_Pm_056_v1v9_942	RXN-7668
S_NS6_Pm_056_v1v9_943	MALTOSE-PHOSPHORYLASE-RXN
S_NS6_Pm_056_v1v9_944	MALTOSE-PHOSPHORYLASE-RXN
S_NS6_Pm_056_v1v9_945	PYRUVATE-CARBOXYLASE-RXN
S_NS6_Pm_056_v1v9_946	PYRUVATE-CARBOXYLASE-RXN
S_NS6_Pm_056_v1v9_947	PYRUVATE-CARBOXYLASE-RXN
S_NS6_Pm_056_v1v9_948	RXN-13269
S_NS6_Pm_056_v1v9_949	RXN-11597
S_NS6_Pm_056_v1v9_950	ACETYL-COA-HYDROLASE-RXN
S_NS6_Pm_056_v1v9_951	AMINOBENZCOALIG-RXN
S_NS6_Pm_056_v1v9_952	RXN-13729
S_NS6_Pm_056_v1v9_952	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN
S_NS6_Pm_056_v1v9_953	RXN-7743
S_NS6_Pm_056_v1v9_954	3.4.14.4-RXN
S_NS6_Pm_056_v1v9_955	RXN-9778
S_NS6_Pm_056_v1v9_956	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
S_NS6_Pm_056_v1v9_956	CORTISONE-ALPHA-REDUCTASE-RXN
S_NS6_Pm_056_v1v9_956	RXN66-343
S_NS6_Pm_056_v1v9_956	1.3.99.5-RXN
S_NS6_Pm_056_v1v9_956	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
S_NS6_Pm_056_v1v9_957	PHOSPHOENOLPYRUVATE-MUTASE-RXN
S_NS6_Pm_056_v1v9_959	RXN66-579
S_NS6_Pm_056_v1v9_959	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
S_NS6_Pm_056_v1v9_960	FMNREDUCT-RXN
S_NS6_Pm_056_v1v9_961	IMIDAZOLONEPROPIONASE-RXN
S_NS6_Pm_056_v1v9_962	4.3.1.4-RXN
S_NS6_Pm_056_v1v9_963	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
S_NS6_Pm_056_v1v9_964	UROCANATE-HYDRATASE-RXN
S_NS6_Pm_056_v1v9_965	4.2.1.41-RXN
S_NS6_Pm_056_v1v9_966	1.1.1.136-RXN
S_NS6_Pm_056_v1v9_967	1.1.1.136-RXN
S_NS6_Pm_056_v1v9_968	ARGINASE-RXN
S_NS6_Pm_056_v1v9_968	RXN-34
S_NS6_Pm_056_v1v9_970	1.2.4.4-RXN
S_NS6_Pm_056_v1v9_970	KETOISOCAPROATE-RXN
S_NS6_Pm_056_v1v9_970	METHYLVALERATE-RXN
S_NS6_Pm_056_v1v9_971	D-LYXOSE-KETOL-ISOMERASE-RXN
S_NS6_Pm_056_v1v9_972	4.1.1.83-RXN
S_NS6_Pm_056_v1v9_973	3.4.21.50-RXN
S_NS6_Pm_056_v1v9_974	3.4.21.50-RXN
S_NS6_Pm_056_v1v9_976	PROTOPORGENOXI-RXN
S_NS6_Pm_056_v1v9_977	GLYCOLATE-REDUCTASE-RXN
S_NS6_Pm_056_v1v9_978	ORNITHINE-GLU-AMINOTRANSFORASE-RXN
S_NS6_Pm_056_v1v9_978	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN
S_NS6_Pm_056_v1v9_979	R17-RXN
S_NS6_Pm_056_v1v9_980	6-METHYLSALICYLATE-DECARBOXYLASE-RXN
S_NS6_Pm_056_v1v9_981	3.4.14.12-RXN
